Name,Phone_1,Location,Governorate,Country,About,Website,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Ecco - Salmiya,,"Marina Mall,Arabian Gulf Street,Salmiya",Hawalli Governorate,Kuwait,"True passion is essential to making great shoes. From drawing the first sketches to presenting our finished shoes in ECCO stores around the world, we apply the utmost attention to detail and quality.Unique to our industry, we make leather at our own tanneries and produce shoes at our own factories. Our global family of employees, representing over 50 nationalities, is the life force behind our products. Design, development, production, and retail – we take responsibility all the way.Throughou...",http://global.ecco.com/,https://kuwaitlocal.com/business/ecco-salmiya,https://www.facebook.com/ECCO,http://instagram.com/eccoshoes,http://linkedin.com/company/ecco-sko-as,http://www.twitter.com/eccoshoes,
Fendi - Salhiya,,"Salhiya Complex,Mohammad Thunayyan Street,Salhiya",Capital Governorate,Kuwait,"Fendi is an Italian luxury fashion house whose specialities include fur, ready-to-wear, leather goods, shoes, fragrances, eyewear, timepieces and accessories. Founded in 1925 in Rome, Fendi is renowned for its exquisite creations on fur and fur accessories. Fendi is also well known for its leather goods such as \""Baguette\"", 2jours, Peekaboo or Pequin handbags.The house of Fendi was launched in 1925 by Edoardo and Adele Fendi,[2] as a fur and leather shop in Via del Plebiscito, Rome. Since 19...",http://www.fendi.com/,https://kuwaitlocal.com/business/fendi-salhiya,https://www.facebook.com/Fendi,http://instagram.com/Fendi,,https://twitter.com/fendi,http://www.youtube.com/user/FENDICHANNEL
Folli Follie - Al Rai,,"Fifth RingRoad,The Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Folli Follie distributes its unique and exquisite brand of jewelry, watches, bags, and other fashion accessories throughout 24 countries, spanning more than 500 points of sale. Launched in its native Greece in 1982, and fueled with early and unprecedented success both within and outside of those borders, the company’s brand identity has long been steered by a deep global sensibility. Today, Folli Follie’s core philosophy is the original design and sale of a fun, versatile, and affordable luxu...",http://www.follifollie.com/,https://kuwaitlocal.com/business/folli-follie-al-rai,http://www.facebook.com/FolliFollieWorld,http://instagram.com/follifollie,,http://twitter.com/follifollie,http://www.youtube.com/follifollieworld
Folli Follie - Egaila,,"Street 250,The Gate Mall,Egaila",Al-Ahmadi Governorate,Kuwait,"Folli Follie distributes its unique and exquisite brand of jewelry, watches, bags, and other fashion accessories throughout 24 countries, spanning more than 500 points of sale. Launched in its native Greece in 1982, and fueled with early and unprecedented success both within and outside of those borders, the company’s brand identity has long been steered by a deep global sensibility. Today, Folli Follie’s core philosophy is the original design and sale of a fun, versatile, and affordable luxu...",http://www.follifollie.com/,https://kuwaitlocal.com/business/folli-follie-egaila,http://www.facebook.com/FolliFollieWorld,http://instagram.com/follifollie,,http://twitter.com/follifollie,http://www.youtube.com/follifollieworld
Giordano - Kuwait City,,"Al Salam Tower,Fahad Al-Salem St,Kuwait City",Capital Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-kuwait-city,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Gant - Al Rai,,"Fifth RingRoad,The Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"In 1914, Bernard Gantmacher arrived from Ukraine to New York City. Empty handed, but determined to make a better future for himself, he enrolled at Columbia University, studying to become a pharmacist. To finance his studies he worked night shifts in the garment district of the Lower East Side. His first job was to sew shirt collars and he soon proved to be a master at the sewing machine. There he met his future wife, Rose, who was working as a button and buttonhole specialist.In 1927, the co...",http://www.gant.com/,https://kuwaitlocal.com/business/gant-al-rai,http://www.facebook.com/gant,http://www.instagram.com/gant1949#,,http://www.twitter.com/gant1951,
Gant - Al Zahra,,"360 Mall,Sixth RingRoad,AL-Zahra",Hawalli Governorate,Kuwait,"In 1914, Bernard Gantmacher arrived from Ukraine to New York City. Empty handed, but determined to make a better future for himself, he enrolled at Columbia University, studying to become a pharmacist. To finance his studies he worked night shifts in the garment district of the Lower East Side. His first job was to sew shirt collars and he soon proved to be a master at the sewing machine. There he met his future wife, Rose, who was working as a button and buttonhole specialist.In 1927, the co...",http://www.gant.com/,https://kuwaitlocal.com/business/gant-al-zahra,http://www.facebook.com/gant,http://www.instagram.com/gant1949#,,http://www.twitter.com/gant1950,
Gant - Fahaheel,,"Al Kout Mall,Al Dabous Street,Fahaheel",Al-Ahmadi Governorate,Kuwait,"In 1914, Bernard Gantmacher arrived from Ukraine to New York City. Empty handed, but determined to make a better future for himself, he enrolled at Columbia University, studying to become a pharmacist. To finance his studies he worked night shifts in the garment district of the Lower East Side. His first job was to sew shirt collars and he soon proved to be a master at the sewing machine. There he met his future wife, Rose, who was working as a button and buttonhole specialist.In 1927, the co...",http://www.gant.com/,https://kuwaitlocal.com/business/gant-fahaheel,http://www.facebook.com/gant,http://www.instagram.com/gant1949#,,http://www.twitter.com/gant1953,
Gant - Salmiya,,"Al-Fanar Complex,Salem Al Mubarak Street,Salmiya",Hawalli Governorate,Kuwait,"In 1914, Bernard Gantmacher arrived from Ukraine to New York City. Empty handed, but determined to make a better future for himself, he enrolled at Columbia University, studying to become a pharmacist. To finance his studies he worked night shifts in the garment district of the Lower East Side. His first job was to sew shirt collars and he soon proved to be a master at the sewing machine. There he met his future wife, Rose, who was working as a button and buttonhole specialist.In 1927, the co...",http://www.gant.com/,https://kuwaitlocal.com/business/gant-salmiya,http://www.facebook.com/gant,http://www.instagram.com/gant1949#,,http://www.twitter.com/gant1952,
Gant - Egaila,,"The Gate Mall,Street 250,Egaila",Al-Ahmadi Governorate,Kuwait,"In 1914, Bernard Gantmacher arrived from Ukraine to New York City. Empty handed, but determined to make a better future for himself, he enrolled at Columbia University, studying to become a pharmacist. To finance his studies he worked night shifts in the garment district of the Lower East Side. His first job was to sew shirt collars and he soon proved to be a master at the sewing machine. There he met his future wife, Rose, who was working as a button and buttonhole specialist.In 1927, the co...",http://www.gant.com/,https://kuwaitlocal.com/business/gant-egaila,http://www.facebook.com/gant,http://www.instagram.com/gant1949#,,http://www.twitter.com/gant1949,
Giordano - Salmiya,,"City Centre,Al Khansa street,Block 8,Salmiya",Hawalli Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-salmiya,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Giordano - Hawally,,"Plaza Complex,Al Mutasim Street,Hawally",Hawalli Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-hawally,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Giordano - Bayan,,"Bayan Co-Operative Society,Road 14,Bayan",Hawalli Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-bayan,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Giordano - Farwaniya,,"Mahateer Mall,Habeeb Munawer Street,Farwaniya",Al Farwaniyah Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-farwaniya,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Giuseppe Zonatti - Al Rai,,"Fifth RingRoad,The Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Zanotti was born in San Mauro Pascoli, a village close to Rimini, Italy. In the 1980s, he worked as a DJ before becoming the renowned shoemaker he is today.He started his fashion career in the 1980s. In the beginning, he started working locally with small craftsmen and then as a freelance designer working with fashion maisons like Valentino, Thierry Mugler, Missoni, Dior, Roberto Cavalli, and Gianfranco Ferr?.In 1994, Zanotti took over a small shoemaking company, the Vicini shoe factory, and ...",http://www.giuseppezanottidesign.com/,https://kuwaitlocal.com/business/giuseppe-zonatti-al-rai,https://facebook.com/GiuseppeZanottiDesign,https://instagram.com/giuseppezanottiworld,,https://twitter.com/GZanottiDesign,https://www.youtube.com/user/GiuseppeZanotti
Giordano - Salmiya 2,,"Fashion Way,Salem Al Mubarak St,Salmiya",Hawalli Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-salmiya-2,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Giordano - Al Rai,,"Fifth RingRoad,The Avenues Mall,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Giordano International was founded in Hong Kong in 1981 and is now one of the world’s leading international retailers of men\'s, women\'s and children\'s apparel and accessories. By focusing relentlessly on its five corporate business values of Quality, Knowledge, Innovation, Service and Simplicity (Q.K.I.S.S), the brand has grown from its single Hong Kong store in 1981 to the present network of over 2,500 stores and counters in over 40 countries in the Asia-Pacific and Middle East regions. T...",http://www.giordano-me.com/,https://kuwaitlocal.com/business/giordano-al-rai,http://www.facebook.com/giordanomiddleeast,,,https://twitter.com/GIORDANO_ME,
Lacoste - Al Rai,,"Avenues Mall,5th Ring Road,Al-Rai",Al Farwaniyah Governorate,Kuwait,"Lacoste is a lifestyle brand, born of the inventiveness of a tennis champion, Ren? Lacoste, who created the first polo shirt?ever, initially for himself and for his friends, to be both relaxed and elegant on and off the tennis courts.Nicknamed the Crocodile by the press in the late 1920\'s when he was a multiple Grand Slam tennis champion, Ren? Lacoste had the animal embroidered on the blazer he wore on court, before making it the logo of his famous polo shirt.",http://global.lacoste.com/,https://kuwaitlocal.com/business/lacoste-al-rai,https://www.facebook.com/Lacoste?_ga=1.150941750.1076147691.1422267135,http://instagram.com/lacoste?_ga=1.150941750.1076147691.1422267135,,https://twitter.com/LACOSTE?_ga=1.150941750.1076147691.1422267135,https://www.youtube.com/user/lacosteofficial?_ga=1.150941750.1076147691.1422267135
Lacoste - Salmiya,,"Al Fanar Complex,Salem Al Mubarak Street,,Salmiya",Hawalli Governorate,Kuwait,"Lacoste is a lifestyle brand, born of the inventiveness of a tennis champion, Ren? Lacoste, who created the first polo shirt?ever, initially for himself and for his friends, to be both relaxed and elegant on and off the tennis courts.Nicknamed the Crocodile by the press in the late 1920\'s when he was a multiple Grand Slam tennis champion, Ren? Lacoste had the animal embroidered on the blazer he wore on court, before making it the logo of his famous polo shirt.",http://global.lacoste.com/,https://kuwaitlocal.com/business/lacoste-salmiya,https://www.facebook.com/Lacoste?_ga=1.150941750.1076147691.1422267135,http://instagram.com/lacoste?_ga=1.150941750.1076147691.1422267135,,https://twitter.com/LACOSTE?_ga=1.150941750.1076147691.1422267135,https://www.youtube.com/user/lacosteofficial?_ga=1.150941750.1076147691.1422267135
