Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
advertising-&-marketing-services,Anwar Alrisalah Advertising Agency,,,,,"Po Box 31372 11497 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 31372 11497,Riyadh Province,Saudi Arabia,"ANWAR ALRISALAH ADVERTISING AGENCY is located in Riyadh, Saudi Arabia. Company is working in General Business business activities.",,,https://arablocal.com/business/view/anwar-alrisalah-advertising-agency,,,,,
accessory,Amani Alfadel Albeshr Mustafa Trading Est,+966 6532420,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AMANI AL-FADEL AL-BESHR MUSTAFA TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/amani-alfadel-albeshr-mustafa-trading-est,,,,,
advertising-&-marketing-services,Amal Rdwan Ad Agency,,,,,"Po Box 26197 11486 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 26197 11486,Riyadh Province,Saudi Arabia,"AMAL RDWAN AD. AGENCY. is located in Riyadh, Saudi Arabia. Company is working in General Business business activities.",,,https://arablocal.com/business/view/amal-rdwan-ad-agency,,,,,
accomodation,Crown Aziziyah For Hotel Suites,+966 137660404,,,,"Hamra Dist, Al Khafji, Hamra Dist, Al Khafji, Eastern Province, Saudi Arabia",Hamra Dist,Eastern Province,Saudi Arabia,Crown Aziziyah For Hotel Suites,,,https://arablocal.com/business/view/crown-aziziyah-for-hotel-suites,,,,,
accomodation,International Advanced Factory For Prefab Houses,+966 126237148,,,,"Jawharah Dist., Jeddah, Jawharah Dist., Jeddah, Makkah Province, Saudi Arabia",Jawharah Dist.,Makkah Province,Saudi Arabia,International Advanced Factory For Prefab Houses,,,https://arablocal.com/business/view/international-advanced-factory-for-prefab-houses,,,,,
accessory,Amal M Saad Jaber Trading Est,+966 6364085,,,,"P.O. Box: 30557 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30557,Makkah Province,Saudi Arabia,"AMAL M. SAAD JABER TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/amal-m-saad-jaber-trading-est,,,,,
accessory,Alzubaidi Trading Est Branch,+966 6524242,,,,"P.O. Box: 32384 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 32384,Makkah Province,Saudi Arabia,"AL-ZUBAIDI TRADING EST.(BRANCH). is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alzubaidi-trading-est-branch,,,,,
accomodation,Al Khelaiwi And Bodel Hotels And Residential Units,+966 138995000,,,,"Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Al Aqrabiyah Dist,Eastern Province,Saudi Arabia,Al Khelaiwi And Bodel Hotels And Residential Units,,,https://arablocal.com/business/view/al-khelaiwi-and-bodel-hotels-and-residential-units,,,,,
accomodation,Rwaq Hotel Suites Al Muqrazat Riyadh,+966 556918640,+966 112109595,,,"Exit 10, Al Muqrazat Dist., Riyadh, Al Muqrazat Dist., Riyadh, Riyadh Province, Saudi Arabia",Exit 10,Riyadh Province,Saudi Arabia,Rwaq Hotel Suites Al Muqrazat Riyadh,,,https://arablocal.com/business/view/rwaq-hotel-suites-al-muqrazat-riyadh,,,,,
advertising-&-marketing-services,Amacom International Al Raya Marketing And Advertising Co Ltd,+966 26530385,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AMACOM INTERNATIONAL AL RAYA MARKETING & ADVERTISING CO LTD is located in Jeddah, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/amacom-international-al-raya-marketing--and--advertising-co-ltd,,,,,
accessory,Alzarawi Trading Est,+966 6040636,,,,"P.O. Box: 2620 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 2620,Makkah Province,Saudi Arabia,"AL-ZARAWI TRDG. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alzarawi-trading-est,,,,,
accessory,Alyamani Trading Est,+966 6659940,,,,"P.O. Box: 40091 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 40091,Makkah Province,Saudi Arabia,"AL-YAMANI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alyamani-trading-est,,,,,
accomodation,Mayz Hotel Suites,+966 138957777,,,,"Khobar City, Dammam, Khobar City, Dammam, Eastern Province, Saudi Arabia",Khobar City,Eastern Province,Saudi Arabia,Mayz Hotel Suites,,,https://arablocal.com/business/view/mayz-hotel-suites,,,,,
advertising-&-marketing-services,Amaginia Advertising Agency,+966 12176484,,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"AMAGINIA ADVERTISING AGENCY is located in Riyadh, Saudi Arabia. Company is working in Advertising, Advertising Agencies business activities.",,,https://arablocal.com/business/view/amaginia-advertising-agency,,,,,
accessory,Altarajul Trading Est,+966 6622287,,,,"P.O. Box: 13762 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 13762,Makkah Province,Saudi Arabia,"AL-TARAJUL TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/altarajul-trading-est,,,,,
accomodation,Beach Palace Hotel,+966 126638666,,,,"Eskandra Street, Al Hamrah Dist, Jeddah, Al Hamrah Dist, Jeddah, Makkah Province, Saudi Arabia",Eskandra Street,Makkah Province,Saudi Arabia,Beach Palace Hotel,,,https://arablocal.com/business/view/beach-palace-hotel,,,,,
advertising-&-marketing-services,Alzazan Abdullah Adverising Home,,,,,"Po Box 545 11371 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 545 11371,Riyadh Province,Saudi Arabia,"AL-ZAZAN ABDULLAH ADVERISING HOME. is located in Riyadh, Saudi Arabia. Company is working in Human Resources, Employment Agencies business activities.",,,https://arablocal.com/business/view/alzazan-abdullah-adverising-home,,,,,
accessory,Alsayab Trading Est,+966 6488786,,,,"P.O. Box: 24487 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 24487,Makkah Province,Saudi Arabia,"AL-SAYAB TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alsayab-trading-est,,,,,
accomodation,Al Khober Sea Furnished Suites,+966 138980303,,,,"Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,Al Khober Sea Furnished Suites,,,https://arablocal.com/business/view/al-khober-sea-furnished-suites,,,,,
advertising-&-marketing-services,Alzabn Trading Est,+966 6532113,,,,"P.O. Box: 759 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 759,Makkah Province,Saudi Arabia,"AL-ZABN TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Market Research, Data Collection business activities.",,,https://arablocal.com/business/view/alzabn-trading-est,,,,,
accomodation,Boudl Gaber Hotel,+966 594411814,,,web@boudl.com,"Khaleej Dist., Riyadh, Khaleej Dist., Riyadh, Riyadh Province, Saudi Arabia",Khaleej Dist.,Riyadh Province,Saudi Arabia,Boudl Gaber Hotel,http://boudl.com/,,https://arablocal.com/business/view/boudl-gaber-hotel,https://www.facebook.com/boudl.hotels.resorts/,https://www.instagram.com/braira_hotels/,,https://twitter.com/BoudlHotels,https://www.youtube.com/channel/UC2Ci8v8M-DGAIZyT7gtoPsQ
accomodation,Al Jawharah Palace For Furnished Apartments,+966 172303313,,,,"Abha City, Abha, Abha City, Abha, Asir Province, Saudi Arabia",Abha City,Asir Province,Saudi Arabia,Al Jawharah Palace For Furnished Apartments,,,https://arablocal.com/business/view/al-jawharah-palace-for-furnished-apartments,,,,,
advertising-&-marketing-services,Alwaselah Advertising Agency Bin Molawah Trading Est Branch,+966 6655879,,,,"P.O. Box: 7479 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 7479,Makkah Province,Saudi Arabia,"AL-WASELAH ADVERTISING AGENCY (BIN MOLAWAH TRADING EST. BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/alwaselah-advertising-agency-bin-molawah-trading-est-branch,,,,,
advertising-&-marketing-services,Assr Alraya Ad Agency,,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ASSR ALRAYA AD AGENCY. is located in Riyadh, Saudi Arabia. Company is working in General Business business activities.",,,https://arablocal.com/business/view/assr-alraya-ad-agency,,,,,
accomodation,United For Hotel Suites Touches,+966 126197770,,,,"Tahliyah Dist., Jeddah, Tahliyah Dist., Jeddah, Makkah Province, Saudi Arabia",Tahliyah Dist.,Makkah Province,Saudi Arabia,United For Hotel Suites Touches,,,https://arablocal.com/business/view/united-for-hotel-suites-touches,,,,,
advertising-&-marketing-services,Asalah Agency For Ad And Explotiation,,,,,"Po Box 55905 11544 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 55905 11544,Riyadh Province,Saudi Arabia,"ASALAH AGENCY FOR AD AND EXPLOTIATION is located in Riyadh, Saudi Arabia. Company is working in General Business business activities.",,,https://arablocal.com/business/view/asalah-agency-for-ad-and-explotiation,,,,,
accessory,Alsagoor Trading Est,+966 6437204,,,,"P.O. Box: 8627 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 8627,Makkah Province,Saudi Arabia,"AL-SAGOOR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alsagoor-trading-est,,,,,
advertising-&-marketing-services,Art And Frame Exhibition,+966 26691400,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"ART & FRAME EXIB is located in Jeddah, Saudi Arabia. Company is working in Auctioneers, Arts and Crafts, Antiques business activities.",,,https://arablocal.com/business/view/art--and--frame-exhibition,,,,,
accessory,Alnewiser Mohd Abdullah Almabrouk Establishment,+966 26600855,,,,"Po Box 2541 21461 , Jeddah, Makkah Province, Saudi Arabia",Po Box 2541 21461,Makkah Province,Saudi Arabia,"AL-NEWISER MOHD ABDULLAH AL-MABROUK ESTABLISHMENT is located in Jeddah, Saudi Arabia. Company is working in Kids business activities.",,,https://arablocal.com/business/view/alnewiser-mohd-abdullah-almabrouk-establishment,,,,,
advertising-&-marketing-services,Anwar Est Publishing Advertising And Printing,+966 14120856,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ANWAR EST PUBLISHING, ADVERTISING & PRINTING is located in Riyadh, Saudi Arabia. Company is working in Paper Products, Books business activities.",,,https://arablocal.com/business/view/anwar-est-publishing-advertising--and--printing,,,,,
accessory,Alnadri Establishment For Trade And Construction,+966 26433993,,,,"Po Box 588 21421 , Jeddah, Makkah Province, Saudi Arabia",Po Box 588 21421,Makkah Province,Saudi Arabia,"AL-NADRI ESTABLISHMENT FOR TRADE & CONSTRUCTION is located in Jeddah, Saudi Arabia. Company is working in Kids business activities.",,,https://arablocal.com/business/view/alnadri-establishment-for-trade--and--construction,,,,,
advertising-&-marketing-services,Arabian Trade And Development House,+966 14654469,,,,"P.O. Box: 9873 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 9873,Riyadh Province,Saudi Arabia,"ARABIAN TRADE & DEVELOPMENT HOUSE is located in Riyadh, Saudi Arabia. Company is working in Auctioneers, Arts and Crafts, Antiques, Furniture, Building Materials business activities.",,,https://arablocal.com/business/view/arabian-trade--and--development-house,,,,,
accessory,Alnadri Trading And Contracting Est,+966 6441811,,,,"P.O. Box: 588 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 588,Makkah Province,Saudi Arabia,"ALNADRI TRDG. AND CONTG. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alnadri-trading-and-contracting-est,,,,,
accomodation,Manazel Al Safa For Furnished Residential Units,+966 163260044,,,,"Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Buraida,Qassim Province,Saudi Arabia,Manazel Al Safa For Furnished Residential Units,,,https://arablocal.com/business/view/manazel-al-safa-for-furnished-residential-units,,,,,
accomodation,Alargwan Forfurnitured Apartments,+966 138890606,,,,"Algeria Street - intersection 11, Al Thuqbah, Al Khobar, Al Thuqbah, Al Khobar, Eastern Province, Saudi Arabia",Algeria Street - intersection 11,Eastern Province,Saudi Arabia,Alargwan Forfurnitured Apartments,,,https://arablocal.com/business/view/alargwan-forfurnitured-apartments,,,,,
accessory,Almizaaj Accessories Center,+966 6531432,,,,"P.O. Box: 12518 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 12518,Makkah Province,Saudi Arabia,"AL-MIZAAJ ACCESSORIES CENTER is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almizaaj-accessories-center,,,,,
accomodation,Al Yaqoutah Palace For Hotel Suites,+966 172297722,,,,"Abha City, Abha, Abha City, Abha, Asir Province, Saudi Arabia",Abha City,Asir Province,Saudi Arabia,Al Yaqoutah Palace For Hotel Suites,,,https://arablocal.com/business/view/al-yaqoutah-palace-for-hotel-suites,,,,,
accessory,Almawared Marketing Co Ltd,+966 6632424,,,,"P.O. Box: 15587 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 15587,Makkah Province,Saudi Arabia,"AL-MAWARED MARKETING CO. LTD.(BRANCH). is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almawared-marketing-co-ltd,,,,,
accessory,Almutamed Trading Est,+966 6475687,,,,"P.O. Box: 18851 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18851,Makkah Province,Saudi Arabia,"AL-MUTAMED TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almutamed-trading-est,,,,,
accessory,Almaha For Trade And Contracting,+966 6517254,,,,"P.O. Box: 12235 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 12235,Makkah Province,Saudi Arabia,"AL-MAHA FOR TRDEANDCONTG.ANDAGENCIES is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almaha-for-trade-and-contracting,,,,,
advertising-&-marketing-services,Atra Marketing And Industries Services,+966 14641400,,,,"P.O. Box: 61246 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",P.O. Box: 61246,Riyadh Province,Saudi Arabia,"ATRA MARKETING & INDUSTRIES SERVICES is located in Riyadh, Saudi Arabia. Company is working in Advertising, Media Agencies, Communications, Real Estate Agents business activities.",,,https://arablocal.com/business/view/atra-marketing--and--industries-services,,,,,
accomodation,Tourism For Hotel Suites,+966 112791616,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Tourism For Hotel Suites,,,https://arablocal.com/business/view/tourism-for-hotel-suites,,,,,
accessory,Alkhereiji Showrooms Co,+966 6690806,,,,"P.O. Box: 8589 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 8589,Makkah Province,Saudi Arabia,"AL-KHEREIJI SHOWROOMS CO. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alkhereiji-showrooms-co,,,,,
accomodation,Saudi Hotels Co.,+966 112917542,,,,"Malaz Dist., Riyadh, Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,Saudi Hotels Co.,,,https://arablocal.com/business/view/saudi-hotels-co,,,,,
accessory,Alkenaneyah Ready Made Garments Est,+966 6428579,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AL-KENANEYAH READY MADE GARMENTS EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alkenaneyah-ready-made-garments-est,,,,,
accomodation,Kendah Hotel Suites,+966 138989222,,,,"Fourth Street, Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Fourth Street,Eastern Province,Saudi Arabia,Kendah Hotel Suites,,,https://arablocal.com/business/view/kendah-hotel-suites,,,,,
accomodation,Rwaq Hotel Suites Khaleej Riyadh,+966 550827741,+966 112334724,,,"Shaekh Jaber Street, Khaleej Dist., Riyadh, Khaleej Dist., Riyadh, Riyadh Province, Saudi Arabia",Shaekh Jaber Street,Riyadh Province,Saudi Arabia,Rwaq Hotel Suites Khaleej Riyadh,,,https://arablocal.com/business/view/rwaq-hotel-suites-khaleej-riyadh,,,,,
accomodation,Jana For Hotel Suites,+966 138090405,,,,"Dammam, Dammam, Dammam, Eastern Province, Saudi Arabia",Dammam,Eastern Province,Saudi Arabia,Jana For Hotel Suites,,,https://arablocal.com/business/view/jana-for-hotel-suites,,,,,
accomodation,Arwad Suites Khobar Southern Al Khobar,+966 138950550,,,,"Prince Majed Street, Khobar Southern, Al Khobar, Khobar Southern, Al Khobar, Eastern Province, Saudi Arabia",Prince Majed Street,Eastern Province,Saudi Arabia,Arwad Suites Khobar Southern Al Khobar,,,https://arablocal.com/business/view/arwad-suites-khobar-southern-al-khobar,,,,,
accessory,Ali M Hazazi Trading Est,+966 6485599,,,,"P.O. Box: 17644 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17644,Makkah Province,Saudi Arabia,"ALI M. HAZAZI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-m-hazazi-trading-est,,,,,
accomodation,Arab Palace For Hotel Suites,+966 172257912,,,,"Abha City, Abha, Abha City, Abha, Asir Province, Saudi Arabia",Abha City,Asir Province,Saudi Arabia,Arab Palace For Hotel Suites,,,https://arablocal.com/business/view/arab-palace-for-hotel-suites,,,,,
accessory,Ali N Allehaibi Trading Est,+966 6293004,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"ALI N. AL-LEHAIBI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-n-allehaibi-trading-est,,,,,
accessory,Aljalabeya House Trading Est,+966 6433568,,,,"P.O. Box: 41409 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 41409,Makkah Province,Saudi Arabia,"AL-JALABEYA HOUSE TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/aljalabeya-house-trading-est,,,,,
accessory,Ali Mater Ali Albadri Alhosani Est,+966 6231175,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"ALI MATER ALI AL-BADRI AL-HOSANI EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-mater-ali-albadri-alhosani-est,,,,,
accessory,Ali Aidhah Alghamdi Trading Est,+966 6634332,,,,"P.O. Box: 5422 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 5422,Makkah Province,Saudi Arabia,"ALI AIDHAH AL-GHAMDI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-aidhah-alghamdi-trading-est,,,,,
accomodation,Fernaz For Hotel Suites,+966 114162277,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Fernaz For Hotel Suites,,,https://arablocal.com/business/view/fernaz-for-hotel-suites,,,,,
accessory,Ali A Bajeri Trading Est,+966 2757340,,,,"P.O. Box: 18487 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18487,Makkah Province,Saudi Arabia,"ALI A. BA-JERI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-a-bajeri-trading-est,,,,,
accomodation,Al Markan Hotel For Furnished Res. Units,+966 112250999,,,,"Olaya Main Street, Al Mrooj Dist., Riyadh, Al Mrooj Dist., Riyadh, Riyadh Province, Saudi Arabia",Olaya Main Street,Riyadh Province,Saudi Arabia,Al Markan Hotel For Furnished Res. Units,,,https://arablocal.com/business/view/al-markan-hotel-for-furnished-res-units,,,,,
accessory,Alhajare Trading Est,+966 6424607,,,,"P.O. Box: 17591 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17591,Makkah Province,Saudi Arabia,"ALHAJARE TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhajare-trading-est,,,,,
accomodation,Mawasem Al Ghadeer Hotel Suites,+966 138678117,,,,"Khobar North, Al Khobar, Khobar North, Al Khobar, Eastern Province, Saudi Arabia",Khobar North,Eastern Province,Saudi Arabia,Mawasem Al Ghadeer Hotel Suites,,,https://arablocal.com/business/view/mawasem-al-ghadeer-hotel-suites,,,,,
accessory,Algawafi Trading And Contracting Est,+966 6835351,,,,"P.O. Box: 16874 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16874,Makkah Province,Saudi Arabia,"AL-GAWAFI TRADING AND CONT. EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/algawafi-trading-and-contracting-est,,,,,
accomodation,Danat Hotel,+966 143571000,,,,"Yanbu - King Abdulaziz Road - opposite the Chamber of Commerce, Yenbu, Yanbu, Yenbu, Yanbu, Madinah Province, Saudi Arabia",Yanbu - King Abdulaziz Road - opposite the Chamber of Commerce,Madinah Province,Saudi Arabia,Danat Hotel,,,https://arablocal.com/business/view/danat-hotel,,,,,
accessory,Alesayi Ali Abdullah Est Nitto,+966 6320389,,,,"P.O.Box No : 162 21411 , Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 162 21411,Makkah Province,Saudi Arabia,"AL-ESAYI, ALI ABDULLAH EST. (NITTO) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Textile, Building Materials business activities.",,,https://arablocal.com/business/view/alesayi-ali-abdullah-est-nitto,,,,,
accomodation,Rokn Al Bariga For Suites Hotel,+966 112047676,,,,"Mansoura Dist, Riyadh, Mansoura Dist, Riyadh, Riyadh Province, Saudi Arabia",Mansoura Dist,Riyadh Province,Saudi Arabia,Rokn Al Bariga For Suites Hotel,,,https://arablocal.com/business/view/rokn-al-bariga-for-suites-hotel,,,,,
accomodation,Layaly Sahab For Hotel Suites,+966 172297744,,,,"Abha City, Abha, Abha City, Abha, Asir Province, Saudi Arabia",Abha City,Asir Province,Saudi Arabia,Layaly Sahab For Hotel Suites,,,https://arablocal.com/business/view/layaly-sahab-for-hotel-suites,,,,,
accomodation,Al Olaya For Hotel Suites,+966 138896161,,,,"Makah St., Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",Makah St.,Eastern Province,Saudi Arabia,Al Olaya For Hotel Suites,,,https://arablocal.com/business/view/al-olaya-for-hotel-suites,,,,,
accomodation,Al Louluah Hotel Suites,+966 112352767,,,,"Al Nahdha Dist., Riyadh, Al Nahdha Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Nahdha Dist.,Riyadh Province,Saudi Arabia,Al Louluah Hotel Suites,,,https://arablocal.com/business/view/al-louluah-hotel-suites,,,,,
accomodation,Al Yamama Place Hotel Suites,+966 138181313,,,,"Dist. 91, Dammam, Dist. 91, Dammam, Eastern Province, Saudi Arabia",Dist. 91,Eastern Province,Saudi Arabia,Al Yamama Place Hotel Suites,,,https://arablocal.com/business/view/al-yamama-place-hotel-suites,,,,,
accomodation,Mehwar Hotel Suites,+966 126708222,,,,"Mushrifah Dist., Jeddah, Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah Dist.,Makkah Province,Saudi Arabia,Mehwar Hotel Suites,,,https://arablocal.com/business/view/mehwar-hotel-suites,,,,,
accessory,Branch Of Zahrah Alshrafia Est For Trading,+966 6514235,,,,"P.O. Box: 9384 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 9384,Makkah Province,Saudi Arabia,"BRANCH OF ZAHRAH AL-SHRAFIA EST. FOR TRADING is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/branch-of-zahrah-alshrafia-est-for-trading,,,,,
accessory,Beshr Trading Est,+966 6451178,,,,"P.O. Box: 22819 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 22819,Makkah Province,Saudi Arabia,"BESHR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/beshr-trading-est,,,,,
accessory,Beirut Elegance For Ready Made Clothes,+966 2575669,,,,"P.O. Box: 54472 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 54472,Makkah Province,Saudi Arabia,"BEIRUT ELEGANCE FOR READY MADE CLOTHES is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/beirut-elegance-for-ready-made-clothes,,,,,
accessory,Bassem Saif Khaled Trading Est,+966 6438652,,,,"P.O. Box: 16431 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16431,Makkah Province,Saudi Arabia,"BASSEM SAIF KHALED TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/bassem-saif-khaled-trading-est,,,,,
accessory,Balkhir Jaman Battes Trading Est Branch,+966 6991129,,,,"P.O. Box: 1306 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 1306,Makkah Province,Saudi Arabia,"BALKHIR JAMAN BATTES TRADING EST. (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/balkhir-jaman-battes-trading-est-branch,,,,,
accessory,Balqasem K Alqarni Trading Est,+966 6368958,,,,"P.O. Box: 55371 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 55371,Makkah Province,Saudi Arabia,"BA-LQASEM K. AL-QARNI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/balqasem-k-alqarni-trading-est,,,,,
