Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Turner Construction - International LLC Al Hisn Abu Dhabi,+971 26500888,,,,"8th Floor, Shaheen Tower, Office # 801, Salam Street,",Al Hisn,Abu Dhabi,UAE,Turner Construction - International LLC Al Hisn Abu Dhabi,http://www.turnerconstruction.com/international,758,,https://uae.arablocal.com/business/view/turner-construction-international-llc-al-hisn-abu-dhabi,,,,,
Pyrex,+971 048105517,,,,1,Duabi Investment Park 1,Dubai,UAE,"Pyrex kitchen-ware range includes glass bakeware, ceramic bakeware, metal bakeware and Top of stove items. Pyrex is reputed French brand, 100 years old and pioneer in glassware items. AkI Group is the official distributor for Pyrex in UAE. Contact for enquiries.",http://www.akigroup.com,740,,https://uae.arablocal.com/business/view/pyrex,,,,,
Accusafe Taxation Consultancy Services​,+971 507538978,,,vatconsultantdubai@gmail.com,Hamsah Building Mezzanine floor Office No 190 Al Karama - Dubai,Karama,Dubai,UAE,"Accusafe Taxation Consultancy is a leading provider of world-class Accounting & Taxation Consultancy services in the UAE. We are a team of qualified accountants and tax professionals who have deep knowledge of UAE’s rules and regulations and compliance obligations related to accounting and taxation. We serve businesses operating in the mainland, free zones, and offshore. Our packages are highly flexible, and our pricing is competitive. We strive to offer the best and most professional account...",http://vatconsultancydubai.com/,738,,https://uae.arablocal.com/business/view/accusafe-taxation-consultancy-services,,,,,
Al Fanoos Al Thahabi Human Resource Consultancy,+971 65985192,+971 505288526,,,"4th Floor, Modern Business Centre, Office # 4047,",Al Qassamia,Sharjah,UAE,Al Fanoos Al Thahabi Human Resource Consultancy,http://www.afathr.com/,726,,https://uae.arablocal.com/business/view/al-fanoos-al-thahabi-human-resource-consultancy,,,,,
Dehnee Trading Co Llc,+971 2844446,,,,Box No. 37886,Dubai Others,Dubai,UAE,"DEHNEE TRADING CO. LLC is located in Dubai, UAE. Company is working in Trading, Agarwood & Incense Trading, Beauty Products, Cosmetics, Clothing and Accessories, Shoes, Gifts, Jewellery, Imitation Jewellery, Handbags & Leather Products business activities. Visit our company website for more information about us : http://www.dehnee.com",http://www.dehnee.com,725,,https://uae.arablocal.com/business/view/dehnee-trading-co--llc,,,,,
Mehdi Group Innovate the Future,+971 4 5757016,,,info@mehdigroups.com,"1601, Oberoi Center Business Bay, P.O.Box 62356 Dubai, UAE.",Business Bay,Dubai,UAE,"Mehdi Group is a provider of dynamic Banking & Finacial Advisory, Sales Consultancy, Outsourcing Services, Marketing Management, and Training institutions We are specialists in creating, developing, and delivering tailored experiences, Courses, and consultancy that address the Clients business needs and connects them to their Employees, Partners, and customers. Our Innovative, creative, and professional approach facilities extensive personal development motivating and animating both internal ...",http://www.mehdigroups.com/,720,080063434,https://uae.arablocal.com/business/view/listing-with-banks,https://www.facebook.com/MehdiGroups,https://www.instagram.com/mehdigroup/,https://www.linkedin.com/company/66666066/admin/,https://twitter.com/GroupMehdi,https://www.youtube.com/channel/UC9PFPoDvPi79xAd0f2-S8Fg?view_as=subscriber
Sha General Trading Co Llc,+971 359551705,,,,Box No. 45021,Dubai Others,Dubai,UAE,"SHA GENERAL TRADING CO LLC is located in Dubai, UAE. Company is working in Procurement, Trading, Computer Services, Networking, Cabling and Fibre Optics, Online Content, Computer Software, Web Design business activities. Visit our company website for more information about us : http://www.shateam.com",http://www.shateam.com,714,,https://uae.arablocal.com/business/view/sha-general-trading-co-llc,,,,,
Dubizzle Dubai Uae,,,,,PO Box 29332,Dubai Others,Dubai,UAE,"dubizzle is your leading free classifieds website in Dubai to buy, sell and find anything. Find a properties, cars, jobs, or items for sale in Dubai.",http://dubai.dubizzle.com,709,,https://uae.arablocal.com/business/view/dubizzle-dubai-uae,,,,,
Ditch Witch Uae Tatco,+971 26215511,,,,P.O.Box No.2426,Abu Dhabi City,Abu Dhabi,UAE,"TATCO TRADING is the authorized Ditch Witch Products dealer of UAE and Saudi Arabia for three decades. We offer Horizontal Directional Drilling Equipments, Trenchers & Attachments, Tracking Electronics, Downhole Tools and Spare Parts. We also administer after sales service, personnel training and support to our customers.",http://www.ditchwitch-uae.com,704,,https://uae.arablocal.com/business/view/ditch-witch-uae-tatco,,,,,
Noor Al Madina Cargo Namcargo,+971 507246209,,,namcargollc@gmail.com,"P.O.BOX-232195, NAIF ROAD, .",Deira,Dubai,UAE,"Door to Door Cargo Services from United Arab Emirates… We Noor Al-Madina Cargo Services LLC by short name “NAM CARGO LLC” are pleased to introduce our range of value-added Door to Door Cargo service from all over U.A.E. Our sophisticated Solutions are flexibly designed to cater to your personal and commercial needs. We are offering door pick-up and door delivery services. We operate convenient and reliable high frequency scheduled services to over 99 destinations from many corners of Europe, ...",http://namcargo.weebly.com,700,,https://uae.arablocal.com/business/view/noor-al---madina-cargo-namcargo,,,,,
Al Habtoor Marble Co LLC,+971 42859100,,,,P.O.Box No.35851,Dubai Others,Dubai,UAE,"AL HABTOOR MARBLE CO (LLC) is located in Dubai, UAE. Company is working in Others business activities. Visit our company website for more information about us : http://www.alhabtoormarble.com If you have any questions, please contact us",http://www.alhabtoormarble.com,696,,https://uae.arablocal.com/business/view/al-habtoor-marble-co-llc,,,,,
Al Madina Bus Rental,+971 557923612,,,almadinabuses@gmail.com,Dusseldorf Business Point 1 Al Barsha Rd - Al BarshaAl Barsha 1 - Dubai,Al Barsha 1,Dubai,UAE,"Are you looking Bus & car rental anywhere in U.A.E? Then welcome to the Al Madina Bus Rental, Car & Camper rentals service. Here you will find a quality range of operators who provide an extensive selection of vehicles and services to suit all Buses, car rental. Bus hire and budget rent cars available throughout Dubai , at airports and major cities Dubai including Sharjah, and Abu Dhabi . The services include Bus & car hire. So if you're visiting Dubai and need to rent a Bus or car to tour an...",http://www.facebook.com/almadinabuses/,691,,https://uae.arablocal.com/business/view/al-madina-bus-rental,http://www.facebook.com/almadinabuses/,,,,
Kinnari Steel Corporation,,,,kslok@vsnl.net,"14Th Floor, View 19.",Jebel Ali Freezone,Dubai,UAE,"Hello Greetings for the day! Shall a requirement arise for Instrumentation Fittings ,Tubes , Valves ,Pipe Fittings, Flanges (in any kind of material or grade), do contact us at kslok@vsnl.net or send me an In Message. We are manufacturers of Tube Fittings, selling under our brand KS-LOK & huge stockists of Tubes , Fittings & Flange & Pipes : 304, 316, 317l, 347, 310, inconel 600, 625, 825, monel 400,hastelloy c276. We Kinnari Steel are a 3 decade new company with the most incredible finesse a...",http://www.kinnaristeel.com,687,,https://uae.arablocal.com/business/view/kinnari-steel-corporation,,,,,
Tadbeer Housekeeping Company,+971 047060100,,,,Tadbeer Service Center Indigo Sky Building Beside FAB Metro Station Exit 41 P.O Box 10281,Sheikh Zayed Road,Dubai,UAE,"Tadbeer Housekepeing Co. is an initiative by MOHRE ( Ministry of Human Resources and Emiratization) for the handling of all domestic and household workers. Tadbeer Service Centers will offer all ; ? Recruitment and Placement ? Visa and Entry processing of all documents ? On -Demand Labour supply ( Full/ Part-time, Live In/Live Out ) ? Training and Orientation upon arrival ? Conflict resolution between the employment parties There are 19 categories of workers.",http://www.housekeepingco.com,682,,https://uae.arablocal.com/business/view/tadbeer-housekeeping-company,,,,,
Ecolab Emirates General Trading Llc,+971 48873644,,,,Box No. 262015,Dubai Others,Dubai,UAE,"Ecolab is the global leader in water, hygiene and infection prevention solutions and services. Every day, we help make the world cleaner, safer and healthier – protecting people and vital resources.",http://www.ecolab.com,676,,https://uae.arablocal.com/business/view/ecolab-emirates-general-trading---llc-,,,,,
Kia Motors,,,,,Sharja,Sharjah Others,Sharjah,UAE,we are seling new kia car .,http://WWW.KIA-UAE.COM,667,,https://uae.arablocal.com/business/view/kia-motors,,,,,
Crown Worldwide Movers Dubai,+971 42895152,,,,Al Aweer,Al Aweer,Dubai,UAE,"Crown has learned the importance of providing services that go above and beyond packing and moving. Today, those who are managing relocation programs and those who are relocating themselves, need industry experts who understand the complexities of international relocations and the nuances of domestic relocations.",http://www.crownrelo.com,656,,https://uae.arablocal.com/business/view/crown-worldwide-movers--dubai,,,,,
Royal Diamond,,,,rdiamond@eim.ae,34 18th St - Al Marina - Marina Village - Abu Dhabi - United Arab Emirates,Abu Dhabi International Airport,Abu Dhabi,UAE,sheikh khalifa bin khalid bin ahmed royal diamond Plus is an independent Group that partners with mid-to-enormous worldwide organizations and supports their methodology for entering or growing their business in the United Arab Emirates.Sheikh Khalifa Bin Khalid royal diamond is well known for its professional aspect of business development and initiating mutual ventures with an experience of over three decades. Our main aim is to transform UAE into a leading destination by focusing on innovat...,http://royaldiamonduae.com/,655,,https://uae.arablocal.com/business/view/sheikh-khalifa-bin-khalid-bin-ahmed-royal-diamond,https://www.facebook.com/Sheikh-Khalifa-Royal-Diamond-108696275262599,https://www.instagram.com/sheikh.khalifa_royal_diamond/,https://www.linkedin.com/company/sheikh-khalifa-royal-diamond/,https://twitter.com/SK_RoyalDiamond,https://www.youtube.com/channel/UC8mFFy0lxu6e3sNIMHf5xfQ
Gulftalent Company,+971 43672084,,,,Knowledge Village,Knowledge Village,Dubai,UAE,"GulfTalent.com is the leading job site for professionals in the Middle East and Gulf region. Search for jobs and send your resume straight to recruitment agencies and employers in Kuwait, Saudi Arabia, Bahrain, Oman, Qatar, Lebanon, Jordan and the UAE including Jeddah, Riyadh, Doha, Dammam, Manama, Muscat, Beirut, Amman, Abu Dhabi, Dubai and Sharjah.",http://www.gulftalent.com,651,,https://uae.arablocal.com/business/view/gulftalent-company,,,,,
Geco Ipl,+971 65340699,+971 506670000,,,3,Industrial Area 3,Sharjah,UAE,"We GIPL supply high quality HCFC’s, HFC’s, HVAC refrigerant gases, equipment and other related products in the refrigeration industry. Established in 1986 and operating at Sharjah GIPL has become remarkable across the GCC with customers entire satisfaction. We have our own gas filling station for the refrigerant gases, which is equipped with ultra-modern facilities to provide high quality, high performance product. We are part of the Al-Batha Holding one of the largest private business groups...",http://www.gecoipl.com,647,,https://uae.arablocal.com/business/view/geco-ipl,,,,,
TrueBays IT Software Trading LLC,+971 563838329,+971 42735730,+971 45663987,info@truebays.com,Office 111B Ibn Battuta Gate Offices - Sheikh Zayed Rd - Jebel Ali Village - Dubai,Jebel Ali Village,Dubai,UAE,"TrueBays IT Software Trading LLC is a fast growing Dubai based ERP and business software solutions provider specialized in providing software applications for small to large level companies.Truebays focus on providing customized software’s like ERP Software Dubai, HR and Payroll software, Accounting software, POS software retails and restaurant, Inventory management software, etc. in UAE.Today Business need advanced system to manage all their activities. Truebays provides systematic real time...",http://www.truebays.com/,641,,https://uae.arablocal.com/business/view/truebays-it-software-trading-llc-,https://www.facebook.com/truebayssoutions/,https://www.instagram.com/truebays2017/,https://www.linkedin.com/company/truebays-it-software-trading-llc,https://twitter.com/truebays,https://www.youtube.com/channel/UCXgnRBCGkdaHn6kDzQW6Zvg
Jebel Ali Manpower Services,+971 48873737,,,,Free Zone,Jebel Ali Freezone,Dubai,UAE,"Jams Fze HR Solutions - Leading company for Recruitment HR Outsourcing, Job Recruitment Consultant and provides Jebel Ali Manpower Services in UAE, Dubai. Check out for the professional Job Recruitment Consultant in Dubai, Jebel Ali Manpower Services and Recruitment HR Outsourcing UAE from www.jamsfze.com.Recruitment HR Outsourcing UAE, Job Recruitment Consultant Dubai, Jebel Ali Manpower Services",http://www.jamsfze.com,638,,https://uae.arablocal.com/business/view/jebel-ali-manpower-services,,,,,
Indicators Consulting,+971 045700495,,,sami@indicatorsconsulting.com,"Office 5, The Binary by Omnyat, Business Bay, Dubai, UAE",Business Bay,Dubai,UAE,"Indicators Consulting is a leading feasibility study and market research company in Dubai, UAE. Specializing in helping clients to study market feasibility to be more competitive and grow faster, the company has become a trusted advisor to businesses for a reason. From providing expert advice on business strategy and marketing to conducting in-depth market research, Indicators Consulting has the knowledge and experience to help businesses to achieve their goals.",http://www.indicatorsconsulting.com/,630,,https://uae.arablocal.com/business/view/indicators-consulting,https://www.facebook.com/Indicatorsconsulting,,https://www.linkedin.com/company/indicators-consulting/,,
Signode Middle East And Africa,+971 43699045,,,,Area :,Jumeirah Lakes towers,Dubai,UAE,"Signode operates in the areas of Packaging Machinery, Equipment, Systems, Consumables, parts & service .",http://signode.com,630,,https://uae.arablocal.com/business/view/signode-middle-east--and--africa,,,,,
Global Shopaholics,+971 0543334432,,,,Street 158 Dr,Dubai Others,Dubai,UAE,"Shop USA websites ship overseas for cheap 1 international package forwarding company Forward packages from Amazon USA, Ralph Lauren, eBay, Nordstrom, Disney Store and more. visit us at: https://globalshopaholics.com",http://globalshopaholics.com,628,,https://uae.arablocal.com/business/view/global-shopaholics,,,,,
Eaton Business School,,,,,305 BM Towers,Sharjah Others,Sharjah,UAE,"Established in 2013, Eaton Business School Limited (EBS) (registration number?08671317) is incorporated as per the laws of England and Wales. Eaton Business?School is accredited by the British Accreditation Council for Independent?Further and Higher Education. Eaton Business School is also an approved?partner centre of Pearson UK and ATHE, which awards level 4 to level 7 Ofqual approved RQF qualifications. Eaton Business School is a subsidiary of Westford Education Group and has an Office ope...",http://www.ebsedu.org,626,,https://uae.arablocal.com/business/view/eaton-business-school,,,,,
