Name,Phone_1,Phone_2,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
Al Thunyan Accountants And Chartered Auditors Office,+966 14730138,,,"Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,"Al Thunyan Accountants & Chartered Auditors Office is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-thunyan-accountants--and--chartered-auditors-office,,,,,
Al Swailem Accounting Group,+966 26705051,,,"Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah Dist.,Makkah Province,Saudi Arabia,"AL SWAILEM ACCOUNTING GROUP is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-swailem-accounting-group,,,,,
Alshamari Accountant And Attorneys,,,,"Po Box 1391 11431 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 1391 11431,Riyadh Province,Saudi Arabia,"ALSHAMARI ACCOUNTANT AND ATTORNEYS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alshamari-accountant-and-attorneys,,,,,
Alroya Alkwnyah Office,,,,"Po Box 1592 11342 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 1592 11342,Riyadh Province,Saudi Arabia,"ALROYA ALKWNYAH OFFICE. is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alroya-alkwnyah-office,,,,,
Alrashid Cetified Public Accountans,,,,"Po Box 1522 11441 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 1522 11441,Riyadh Province,Saudi Arabia,"AL-RASHID CETIFIED PUBLIC ACCOUNTANS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alrashid-cetified-public-accountans,,,,,
Bishr Abdulazim Zayed Certified Accountant,+966 6673465,,,"P.O.Box No : 11044 21453 , Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 11044 21453,Makkah Province,Saudi Arabia,"BISHR, ABDULAZIM ZAYED - CERTIFIED ACCOUNTANT is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/bishr-abdulazim-zayed--certified-accountant,,,,,
Atta H Al Beyouk Accounting Office,+966 14191410,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Atta H. Al Beyouk Accounting Office is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/atta-h-al-beyouk-accounting-office,,,,,
Bilal Accounts Auditing Co,+966 38337876,,,"Bareed Dist., Dammam, Eastern Province, Saudi Arabia",Bareed Dist.,Eastern Province,Saudi Arabia,"BILAL ACCOUNTS AUDITING CO. is located in Dammam, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/bilal-accounts-auditing-co,,,,,
Arabian Engineers Co Branch,+966 6915945,,,"P.O. Box: 41931 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 41931,Makkah Province,Saudi Arabia,"ARABIAN ENGINEERS CO.(BRANCH). is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/arabian-engineers-co-branch,,,,,
Altoaimy Certified Public Accountants,+966 14782100,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ALTOAIMY CERTIFIED PUBLIC ACCOUNTANTS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/altoaimy-certified-public-accountants,,,,,
Altawil For Administrative Consulting And Training,,,,"Po Box 9171 11413 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 9171 11413,Riyadh Province,Saudi Arabia,"ALTAWIL FOR ADMINISTRATIVE CONSULTING & TRAINING is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/altawil-for-administrative-consulting--and--training,,,,,
Aladaryon Consultations,,,,"Po Box 85942 11612 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 85942 11612,Riyadh Province,Saudi Arabia,"ALADARYON CONSULTATIONS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/aladaryon-consultations,,,,,
Al Tuijri,+966 14631273,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Al tuijri is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-tuijri,,,,,
Associated Accountants And Consultants,+966 14602470,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Associated Accountants & Consultants is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/associated-accountants--and--consultants,,,,,
Al Shammary Chartered Accountants And Auditors,+966 14739222,,,"P.O.Box : 1391, Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",P.O.Box : 1391,Riyadh Province,Saudi Arabia,"AL SHAMMARY CHARTERED ACCOUNTANTS & AUDITORS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-shammary-chartered-accountants--and--auditors,,,,,
Al Subaie Off Certified Accountants And Auditors,+966 14633511,,,"P.O.Box : 86864, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",P.O.Box : 86864,Riyadh Province,Saudi Arabia,"AL SUBAIE OFF. CERTIFIED ACCOUNTANTS & AUDITORS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-subaie-off-certified-accountants--and--auditors,,,,,
Alsaleh Chartered Accountant,,,,"Po Box 50350 11523 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 50350 11523,Riyadh Province,Saudi Arabia,"AL-SALEH )CHARTERED ACCOUNTANT( is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alsaleh-chartered-accountant,,,,,
Arnst And Young Co,+966 12734532,,,"Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,"Arnst & Young Co. is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/arnst--and--young-co,,,,,
Altowayjri,,,,"Po Box 53610 11593 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 53610 11593,Riyadh Province,Saudi Arabia,"AL-TOWAYJRI is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/altowayjri,,,,,
Alshwaf International Center,,,,"Po Box 53332 11583 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 53332 11583,Riyadh Province,Saudi Arabia,"ALSHWAF INTERNATIONAL CENTER. is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alshwaf-international-center,,,,,
Ata Hamad Al Baouk,+966 14776272,,,"Po Box 514 11391 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 514 11391,Riyadh Province,Saudi Arabia,"ATA HAMAD AL BAOUK is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/ata-hamad-al-baouk,,,,,
Alyahya Consulting Centre,,,,"Po Box 26949 11496 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 26949 11496,Riyadh Province,Saudi Arabia,"ALYAHYA CONSULTING CENTRE is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alyahya-consulting-centre,,,,,
Alhoshan Economic Consultations,,,,"Po Box 52654 11573 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 52654 11573,Riyadh Province,Saudi Arabia,"ALHOSHAN ECONOMIC CONSULTATIONS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alhoshan-economic-consultations,,,,,
Alghurabi Office For Industrial And Economical Studies,,,,"Po Box 42574 11551 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 42574 11551,Riyadh Province,Saudi Arabia,"AL-GHURABI OFFICE FOR IND'L & ECONOMICAL STUDIES is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alghurabi-office-for-industrial--and--economical-studies,,,,,
Alabdulaziz Certified Accountants And Auditors,,,,"Po Box 8364 11482 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 8364 11482,Riyadh Province,Saudi Arabia,"AL-ABDULAZIZ CERTIFIED ACCOUNTANTS & AUDITORS is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alabdulaziz-certified-accountants--and--auditors,,,,,
Arthur Andersen Al Mohandis And Company,+966 38983365,,,"Po Box 20168 31952, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Po Box 20168 31952,Eastern Province,Saudi Arabia,"ARTHUR ANDERSEN AL MOHANDIS & COMPANY is located in Al Khobar, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/arthur-andersen-al-mohandis--and--company,,,,,
Alsoag Office For Counsel Management,,,,"Po Box 66185 11576 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 66185 11576,Riyadh Province,Saudi Arabia,"ALSOAG OFFICE FOR COUNSEL MANAGEMENT is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alsoag-office-for-counsel-management,,,,,
Baeshen And Co Certified Accountants Whinney Murray And Co,+966 14776272,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"BAESHEN & CO CERTIFIED ACCOUNTANTS ( WHINNEY MURRAY & CO ) is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/baeshen--and--co-certified-accountants--whinney-murray--and--co-,,,,,
Alamthl For Engneering Industry,,,,"Po Box 89564 11692 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 89564 11692,Riyadh Province,Saudi Arabia,"AL-AMTHL. FOR INGNERING INDUSTRY is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alamthl-for-engneering-industry,,,,,
Al Toaimy Certified Public Accountants,+966 26673184,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AL TOAIMY - CERTIFIED PUBLIC ACCOUNTANTS is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-toaimy--certified-public-accountants,,,,,
Alsoghayer Office For Office Management Consultancy,,,,"Po Box 88891 11672 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 88891 11672,Riyadh Province,Saudi Arabia,"ALSOGHAYER OFFICE FOR OFFICE MANAGEMENT CONSULTANCY is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/alsoghayer-office-for-office-management-consultancy,,,,,
Al Trayyed And Partners,+966 26534880,,,"Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sharafiyah Dist.,Makkah Province,Saudi Arabia,"Al Trayyed & Partenrs is located in Jeddah, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/al-trayyed--and--partners,,,,,
Aldhahayan Financial Consultant Office,,,,"Po Box 59683 11535 , Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Po Box 59683 11535,Riyadh Province,Saudi Arabia,"ALDHAHAYAN FINANCIAL CONSULTANT OFFICE is located in Riyadh, Saudi Arabia. Company is working in Audit and Accounting business activities.",,,https://arablocal.com/business/view/aldhahayan-financial-consultant-office,,,,,
Lavash Restaurant Riyadh,+966 920023506,+966 557338780,,"8049 Prince Muhammad Bin Abdulaziz Rd, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",8049 Prince Muhammad Bin Abdulaziz Rd,Riyadh Province,Saudi Arabia,Lavash Restaurant is located in Saudi Arabia,,,https://arablocal.com/business/view/lavash-restaurant-riyadh,https://www.facebook.com/Lavash-213664069215336/?ref=page_internal,,,,
Global Al Motakamel Co. For Trading And Contracting Dammam,+966 580009444,,sales@g-mtcc.com,"King Fahad Bin Abdul Aziz Road, Ohud Dist, Dammam, Ohud Dist, Dammam, Eastern Province, Saudi Arabia",King Fahad Bin Abdul Aziz Road,Eastern Province,Saudi Arabia,"Al Mutakamel Int’l Co. is one of expertise houses in software. It has been established in 2001, in this period of experience, we create, with confident steps, many of programming solutions in which we designed and produced it with many exclusive features such as the ability to layout and build reports easily, enabling draw-drop feature; which specialized for program windows, and using tree structure of the program. That, we believe distinction comes with hard-working and to prove that we are ...",http://www.gmtcc.co,,https://arablocal.com/business/view/global-al-motakamel-co-for-trading-and-contracting-dammam,https://www.facebook.com/gmtcco,https://www.instagram.com/gmtcco/,http://www.linkedin.com/company/global-al-motakamel-co,https://www.twitter.com/gmtcco,https://www.youtube.com/channel/UCALI5WPwpwiTBMjDXezIZEw
Al Ameen Program For Accounting,+966 533122443,+966 126530755,,"Floor 4, Madina Road, Sharafiyah Dist., Jeddah, Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Floor 4,Makkah Province,Saudi Arabia,Al-Ameen Accounting & Warehousing Systems Making the Accounting Work More Creative Accounting & Warehousing - Industrial Costs Assets - Orders HR - Pharmacies - Hospitals - Hotels Restaurants Flexibility to Work on Different Types of Networks The program works on databases of SQL 2000 - 2008 - 2012 And on all Versions of Windows with Four Interfaces (Arabic - English - Spanish - French) The Software is Provided with the help of Real-Time F1 Help,http://www.alameen-ksa.com,,https://arablocal.com/business/view/al-ameen-program-for-accounting,,,,,
Leading ERP Solution Provider In Saudi Arabia - Al Shamil E-Commerce ERP,+966 503107812,,info@newera.com.sa,"Kingdom of Saudi Arabia P.O. Box 23216 Riyadh 11426, Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Kingdom of Saudi Arabia P.O. Box 23216 Riyadh 11426,Riyadh Province,Saudi Arabia,"Al Shamil e-Commerce ERP delivers a full solution that has the flexibility to meet the challenges of an ever-changing business environment. It allows your resources to work in the office, at home, or anywhere in an efficient and secure manner.Al Shamil e-Commerce ERP is made up of applications and tools that help all areas of your business share information more effectively. Al Shamil e-Commerce ERP integrates all facets of an enterprise into one comprehensive information system. All data is ...",http://newera.com.sa/,,https://arablocal.com/business/view/leading-erp-solution-provider-in-saudi-arabia--al-shamil-ecommerce-erp,https://www.facebook.com/NewEraTechnologyKSA,,https://www.linkedin.com/company/neweratechnologysa/,https://twitter.com/NewEraTechKSA,
ADAM INNOVATIONS,+966 565714701,,info@adaminnovations.in,"Musaffah Industrial m11 Abu Dhabi, Al Bawadei Dist., Jeddah, Makkah Province, Saudi Arabia",Musaffah Industrial m11 Abu Dhabi,Makkah Province,Saudi Arabia,Adam Innovations proffer you a superior creative blender of digital marketing solutions that oversee your business in the digital space. It bestows us the responsibility of your brand's Digital Marketing and witnesses the clear uptick in your popularity & business.,http://www.adaminnovations.in,,https://arablocal.com/business/view/adam-innovations,https://www.facebook.com/adaminnovations.in/,,https://www.linkedin.com/company/64250468,https://twitter.com/AdamInnovations,https://www.youtube.com/channel/UCSruSBgMp0IbWa6-QNAVb5g
Oboud Abubakr Baeshen And Co.,+966 126510001,,info@oboud-baeshen.com.sa,"Hael Street Intersection King Abdullah Street, Rouwais Dist., Jeddah, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Hael Street Intersection King Abdullah Street,Makkah Province,Saudi Arabia,"We have a special understanding of the issues that entrepreneur face, which makes us an integral part of our clients’ advisory teams. Our unique blend of local ownership and experienced professionals provides our clients with a responsive and creative resource to help keep them at the forefront of their industry. . You will find that all our clients, whether large or small, established or just starting, all benefit from our friendly, competitively priced, specialized services. These include e...",http://oboud-baeshen.com.sa/,,https://arablocal.com/business/view/oboud-abubakr-baeshen-and-co,,,,,
Dafater,+966 920008996,,,"6875 Sheikh Hassan bin Hussein bin Ali - Ishbiliyah district, Riyadh 13225 - 2502, Kingdom of Saudi Arabia, Ishbiliyah, Riyadh, Riyadh Province, Saudi Arabia",6875 Sheikh Hassan bin Hussein bin Ali - Ishbiliyah district,Riyadh Province,Saudi Arabia,"Dafater is an innovative managed SaaS Company that provides e-business solutions. Dafater serves the MENA SME market with a feature rich, fully integrated ERP suite of administrative and financial applications. The company provides service plans that SMEs can subscribe to for very affordable prices. In Saudi, Dafater as a platform is integrated with the banking system, for receivables management, as well as Muqeem Portal. Dafater is a registered trade mark for BusinessClouds in Saudi as well ...",https://dafater.sa/,,https://arablocal.com/business/view/dafater,https://www.facebook.com/DafaterERP,,https://www.linkedin.com/company/dafater/,https://twitter.com/dafaterERP,
Nolwa E Commerce,+966 553234466,,info@nolwa.com,"Sulaimaniyah Dist., Riyadh, Riyadh Province, Saudi Arabia",Sulaimaniyah Dist.,Riyadh Province,Saudi Arabia,"We build custom software, mobile apps, web applications and e commerce websites that fulfill your business objectives.We build user-friendly web applications and illustrative websites that utilize the industry’s most advanced technology to add value to your business – the unique value proposition you bring to your customers – with tailor-made websites, web applications and products designed explicitly.",http://nolwa.com/,,https://arablocal.com/business/view/nolwa-e-commerce,,,,,
Cordis VAT Software,+966 594774201,,mohsin@cordis.us,"4415 Khalid Ibn Al Walid, Al Rakah Al Janubiyah, Al Khobar Al Shamalia, Al Khobar, Eastern Province, Saudi Arabia",4415 Khalid Ibn Al Walid,Eastern Province,Saudi Arabia,"The VAT software in Saudi Arabia is highly beneficial for a business of any size because it handles and manages all information on the taxes of a business in a completely digitized way. By eliminating manual labor, it speeds up the task of tax collection and calculation. This enables businesses to save up on resources.",http://www.cordis.us/saudi-arabia/vat-management-system/,,https://arablocal.com/business/view/cordis-vat-software,https://www.facebook.com/Cordis-KSA-102229595452787,https://www.instagram.com/cordis_saudiarabia/,,,https://www.youtube.com/channel/UCnAA4DlXpF2SRIddBWDSjFQ
OdooTec Accounting Software,+966 920006801,,contact@odootec.com,"7714 Halab, Al Baghdadiyah Al Gharbiyah, Jeddah, Makkah Province, Saudi Arabia",7714 Halab,Makkah Province,Saudi Arabia,"OdooTec offers the best accounting software in Saudi Arabia which can help to simplify your business and take it to the next level. Our accounting software is basically build with Odoo which makes it even more user friendly and efficient. If you are looking for the best accounting software in Saudi Arabia, then OdooTec is the best.",http://www.odootec.com/accounting-software-saudi-arabia,,https://arablocal.com/business/view/odootec-accounting-software,https://www.facebook.com/odootec,,https://www.linkedin.com/company/odootec,,https://www.youtube.com/channel/UCpWtMhHLKX1FftHdTjdAk-w
Case Management Software For Attorneys & Law Firms | Casengine,+966 148786008,,codenginesmarketing@gmail.com,"King Saud Rd, Al Mutamarat, Riyadh 11481, Saudi Arabia, Al Murslat Dist., Riyadh, Riyadh Province, Saudi Arabia",King Saud Rd,Riyadh Province,Saudi Arabia,Casengine is one of the leading Case Management Software for attorneys and law firms in the UAE and MENA region that helps maximize productivity and efficiency through automation.,https://casengine.app/?lang=ar,,https://arablocal.com/business/view/case-management-software-for-attorneys--law-firms--casengine,https://www.facebook.com/casengineapp,https://www.instagram.com/casengineapp/,https://www.linkedin.com/company/casengineapp/,https://twitter.com/casengineapp,
Nuf Chartered Accountant,+966 055 9831923,+966 97143258361,hm@nufca.com,"Office 510, Al Khaleej Centre Al Rolla Road, Bur Dubai Near Fahidi Metro - Dubai, Harajah, Asir, Asir Province, Saudi Arabia",Office 510,Asir Province,Saudi Arabia,"NUF Chartered Accountants emerged as one of the most sought-after service provider in its field meeting various needs and demands of its clients operating in the local, regional and international markets. As its name features on the Approved List of Auditors of local banks and the free zones in the UAE.",http://www.nufca.com/,,https://arablocal.com/business/view/nuf-chartered-accountant,https://www.facebook.com/nufchartered,,https://www.linkedin.com/company/nadeem-umendra-chartered-accountants,,
Azdan Computer Software Solutions,+966 537345206,,,"King Fahd Branch Rd, Ulaya Dist, Tabuk, Tabuk Province, Saudi Arabia",King Fahd Branch Rd,Tabuk Province,Saudi Arabia,"We are a global firm of diverse, passionate, and exceptional people driven to answer real business challenges through innovation and deep industry knowledge.",http://www.azdan.com/,,https://arablocal.com/business/view/azdan-computer-software-solutions,https://www.facebook.com/azdanba/,,https://www.linkedin.com/company/azdanba/,https://twitter.com/azdanba,
Digital Horizon,+966 532665664,+966 0126297339,alikidsapp@gmail.com,"Khalid Ibn Al-Waleed, Al Sharafeyah, Sharafiyah Dist., Jeddah, Makkah Province, Saudi Arabia",Khalid Ibn Al-Waleed,Makkah Province,Saudi Arabia,"There is no doubt that you are looking for the best Al-Manara accounting and warehousing software. Here is the best and most powerful accounting program from Al-Manara Digital Horizon, the program is related to value-added tax, zakat and income, as well as the electronic invoice. Al-Manara program for restaurants, points of sale, cafes or cafes, pharmacies, and management of delegates and distribution. There is also a real estate property management program and a digital horizon for business ...",http://dh-sa.com/,,https://arablocal.com/business/view/dhsa,https://www.facebook.com/dhitksa,https://www.instagram.com/dhitksa,,https://www.twitter.com/dhitksa,
Cordis CRM Software,+966 594774201,,mohsin.cordis01@gmail.com,"4415 Khalid Ibn Al Walid, Al Rakah Al Janubiyah, Al Khobar 34226 7882, Saudi Arabia, Al Rakah dist., Al Khobar, Eastern Province, Saudi Arabia",4415 Khalid Ibn Al Walid,Eastern Province,Saudi Arabia,"The Customer Relationship Management Software is an automated system that has the purpose of aiding businesses of various sizes in widening their reach in order to increase their customer base. The different tools that the CRM system comes equipped with not only assist them in reaching out to more potential customers but also have the aim of helping in retaining the present ones. By doing this, the CRM software becomes best for helping brands and companies in expanding and evolving significan...",http://www.cordis.us/saudi-arabia/customer-relationship-management-system/,,https://arablocal.com/business/view/cordis-crm-software,,,,,
Arabian Access Management Consultants In Saudi Arabia,+966 966 55004,,info@arabianaccess.com,"Salah Al Din Al Ayoubi Rd, Riyadh , Malaz Kingdom of Saudi Arabia, Salah Al Deen Road, Riyadh, Riyadh Province, Saudi Arabia",Salah Al Din Al Ayoubi Rd,Riyadh Province,Saudi Arabia,Arabian Access is a business management consulting firm located in Saudi Arabia that provides a range of services to clients in the region.They deliver advice for ensuring the efficient and safe operation of enterprises. We have a team of highly qualified and efficient consultants who are committed to providing the best possible services . We offer auditing due to which Arabian access can assist businesses in ensuring their financial records are accurate and in compliance with regulatory requ...,http://arabianaccess.com/,,https://arablocal.com/business/view/arabian-access-management-consultants-in-saudi-arabia,https://www.facebook.com/ArabianAccessManagementConsultants/,,https://www.linkedin.com/company/arabian-access/,https://twitter.com/ArabianAccess,
KBA ACCOUNTING AND BOOKKEEPING SERVICES,,,kbadubai@gmail.com,"801,api world tower,sheikh zayed rd,dubai, NEOMx, Sharma, Tabuk Province, Saudi Arabia",801,Tabuk Province,Saudi Arabia,"Professional Accounting And Bookkeeping Services in Dubai, UAE | VAT Consultants in Dubai, UAE KBA Accounting and Bookkeeping Services LLC is UAE registered and approved Tax Agency by the Federal Tax Authority (FTA) with TAN 30001937 and financial services consultancy, providing cost effective value added solutions to meet all your business needs under one roof.KBA covers a wide range of accountancy services, from management accounts and business planning to VAT returns and Payroll. Our accou...",http://www.kbame.com,,https://arablocal.com/business/view/kba-accounting-and-bookkeeping-services,https://www.facebook.com/kbadubai/,https://www.instagram.com/kbadubai/,https://ae.linkedin.com/company/kbame,https://twitter.com/kba_llc,https://www.youtube.com/channel/UCMG0pVR2FPNPDfcRnmSqRyg
Xact Auditing,,,info@xactauditing.ae,"evel 14, Boulevard Plaza, Tower One, Sheikh Mohammad Bin Rashid Boulevard, Downtown, Al amal Dist, Al Namas, Asir Province, Saudi Arabia",evel 14,Asir Province,Saudi Arabia,"Xact Auditing is one of the well-known audit firms in Dubai. Xact is an integrated and independent audit firm, specialized in audit services, accounting services, VAT services, excise tax services, and tax advisory services. With exceptional knowledge of the business environment of UAE, our team of professional auditors and accountants share one commitment, to deliver excellence and quality.Our FTA compliant VAT Services in Dubai cover VAT Registration, VAT Return Filing, VAT Voluntary Disclo...",http://www.xactauditing.ae/,,https://arablocal.com/business/view/xact-auditing-of-account,https://www.facebook.com/XactAuditing/,https://instagram.com/xact_auditing/,https://www.linkedin.com/company/xact-auditing-of-accounts/,https://twitter.com/XactAuditing,
BMS Auditing Saudi Arabia,+966 570376076,,ksa@bmsauditing.com,"Khobar Gate Tower, King Fahd Road, Al Bandariyah, Level 21, Al Khobar, King Fahd Road, Al Khobar, Eastern Province, Saudi Arabia",Khobar Gate Tower,Eastern Province,Saudi Arabia,"BMS Auditing Saudi Arabia is the best Accounting and Audit Firm in Saudi Arabia. Our services include Audit, Accounting, Bookkeeping, VAT and more.",http://www.bmsauditing.com/,570376076,https://arablocal.com/business/view/accounting-and-audit-firm-in-dubai-uae--bms-auditing,https://www.facebook.com/bmsauditing,https://www.instagram.com/bmsauditing/,https://www.linkedin.com/company/bmsaudit/,https://twitter.com/bms_auditing,https://www.youtube.com/bmsauditing
Focus Softnet - ERP/CRM/HCM HR Systems,+966 572023321,,emadejaz@focussoftnet.com,"Saudi Business Center 13th Floor, Al Baghdadiyah Western Dist., Jeddah, Makkah Province, Saudi Arabia",Saudi Business Center 13th Floor,Makkah Province,Saudi Arabia,"Hello Everyone! Greetings…!! Let me take this opportunity to introduce FOCUS Softnet. A multinational software solution enterprise having 21 offices across the globe and offering best of the breed ERP, CRM, HCM ,Real Estate ,CAFM, Dealer Management, Project Management and many more solutions. Focus solutions today are the lifeline of over 30,000 corporations across the globe. The Focus Suite of advanced business applications has been evolving since 1992 and has enhanced business efficiency at...",http://www.focussoftnet.com/sa/,,https://arablocal.com/business/view/focus-softnet--erpcrmhcm-hr-systems,,,,,
Alwajeez Tech,+966 599434757,,info@alwajeeztech.com,"3235 High Al Mahjar, Petromin Jeddah 22511, Saudi Arabia., Petromin Dist., Jeddah, Makkah Province, Saudi Arabia",3235 High Al Mahjar,Makkah Province,Saudi Arabia,"Alwajeez Tech is a dynamic software company based in Saudi Arabia. With over 15 years of industry experience, we have successfully developed and implemented various cloud-ready applications across various business domains.At Alwajeez Tech, we pride ourselves on being at the forefront of innovation in the digital landscape. Our dedicated team of experts constantly explores emerging technologies and industry trends to develop forward-thinking solutions. Whether it’s harnessing the power of arti...",http://alwajeeztech.com/,,https://arablocal.com/business/view/alwajeez-tech,https://www.facebook.com/alwajeeztechnologies,,https://www.linkedin.com/company/alwajeez-tech,https://twitter.com/AlwajeezTech,https://studio.youtube.com/channel/UCCosvGD1aGKMoMBqqQjQCCQ
